,file,name,enum,xmean,xrmse,PC,CE,EW
0,trends-TP/cmip6-ts/ACCESS-CM2:r1i1p1f1_2040.nc,ACCESS-CM2,1i1p1f1_2040.nc,1.5072827339172363,1.1235424280166626,-0.20959632098674774,-0.060088396072387695,-0.26799440383911133
1,trends-TP/cmip6-ts/ACCESS-CM2:r2i1p1f1_2040.nc,ACCESS-CM2,2i1p1f1_2040.nc,1.745923638343811,1.3712900876998901,-0.6057567596435547,-0.10259389877319336,-0.3107234239578247
2,trends-TP/cmip6-ts/ACCESS-CM2:r3i1p1f1_2040.nc,ACCESS-CM2,3i1p1f1_2040.nc,1.414383888244629,1.020470142364502,0.12591396272182465,0.09764266014099121,0.05122673511505127
3,trends-TP/cmip6-ts/AWI-CM-1-1-MR:r1i1p1f1_2040.nc,AWI-CM-1-1-MR,1i1p1f1_2040.nc,1.06978178024292,0.6966424584388733,0.0393458791077137,-0.005743741989135742,0.010790228843688965
4,trends-TP/cmip6-ts/BCC-CSM2-MR:r1i1p1f1_2040.nc,BCC-CSM2-MR,1i1p1f1_2040.nc,1.2090660333633423,0.8567401170730591,-0.4017236530780792,-0.3154287338256836,-0.17875170707702637
5,trends-TP/cmip6-ts/CAMS-CSM1-0:r1i1p1f1_2040.nc,CAMS-CSM1-0,1i1p1f1_2040.nc,0.9193787574768066,0.6114670634269714,-0.5094162225723267,-0.06905388832092285,-0.28702694177627563
6,trends-TP/cmip6-ts/CAMS-CSM1-0:r2i1p1f1_2040.nc,CAMS-CSM1-0,2i1p1f1_2040.nc,0.9316340088844299,0.6049106121063232,-0.385676771402359,-0.10921323299407959,-0.12245380878448486
7,trends-TP/cmip6-ts/CAS-ESM2-0:r1i1p1f1_2040.nc,CAS-ESM2-0,1i1p1f1_2040.nc,1.0711191892623901,0.7150291204452515,0.00019555618928279728,0.01697385311126709,-0.11436784267425537
8,trends-TP/cmip6-ts/CAS-ESM2-0:r3i1p1f1_2040.nc,CAS-ESM2-0,3i1p1f1_2040.nc,0.9299425482749939,0.5981073975563049,0.10560326278209686,0.13695722818374634,-0.21568536758422852
9,trends-TP/cmip6-ts/CESM2-WACCM:r1i1p1f1_2040.nc,CESM2-WACCM,1i1p1f1_2040.nc,1.8027033805847168,1.461471676826477,-0.45337265729904175,-0.29767394065856934,-0.6874926090240479
10,trends-TP/cmip6-ts/CESM2-WACCM:r2i1p1f1_2040.nc,CESM2-WACCM,2i1p1f1_2040.nc,1.7485072612762451,1.4140293598175049,-0.42713966965675354,-0.47593116760253906,-0.6371557712554932
